,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date
10265,50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,5303327300,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,0.601,,4/1/16,3/31/17
10271,50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,5303327300,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,1.364,,4/1/16,3/31/17
10277,50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,5303327300,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,0.276,,4/1/16,3/31/17
10283,50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,5303327300,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10289,50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,5303327300,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,0.22,,4/1/16,3/31/17
10295,50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,5303327300,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.943,,4/1/16,3/31/17
10301,50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,8183641555,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Better than the National Benchmark,0.173,,4/1/16,3/31/17
10307,50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,8183641555,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Worse than the National Benchmark,2.059,,4/1/16,3/31/17
10313,50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,8183641555,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10319,50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,8183641555,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,No Different than National Benchmark,2.122,,4/1/16,3/31/17
10325,50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,8183641555,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,1.366,,4/1/16,3/31/17
10331,50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,8183641555,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Worse than the National Benchmark,1.369,,4/1/16,3/31/17
10337,50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,5305298012,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10343,50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,5305298012,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
10349,50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,5305298012,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,1.234,,4/1/16,3/31/17
10355,50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,5305298012,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10361,50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,5305298012,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10367,50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,5305298012,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,1.021,,4/1/16,3/31/17
10373,50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,5106554000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,1.155,,4/1/16,3/31/17
10379,50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,5106554000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Better than the National Benchmark,0.238,,4/1/16,3/31/17
10385,50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,5106554000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,0.959,,4/1/16,3/31/17
10391,50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,5106554000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10397,50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,5106554000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,0.92,,4/1/16,3/31/17
10403,50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,5106554000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,1.044,,4/1/16,3/31/17
10409,50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,7603397100,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10415,50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,7603397100,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0.519,,4/1/16,3/31/17
10421,50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,7603397100,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10427,50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,7603397100,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10433,50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,7603397100,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10439,50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,7603397100,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.874,,4/1/16,3/31/17
10445,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,0.949,,4/1/16,3/31/17
10451,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0.801,,4/1/16,3/31/17
10457,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,0.378,,4/1/16,3/31/17
10463,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
10469,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,1.61,,4/1/16,3/31/17
10475,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,1.07,,4/1/16,3/31/17
10481,50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,9518451121,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,1.446,,4/1/16,3/31/17
10487,50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,9518451121,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
10493,50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,9518451121,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10499,50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,9518451121,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10505,50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,9518451121,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10511,50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,9518451121,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Worse than the National Benchmark,1.648,,4/1/16,3/31/17
10517,50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,1.176,,4/1/16,3/31/17
10523,50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0.443,,4/1/16,3/31/17
10529,50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10535,50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10541,50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10547,50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,1.082,,4/1/16,3/31/17
10553,50056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,6619495000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,1.226,,4/1/16,3/31/17
10559,50056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,6619495000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0.681,,4/1/16,3/31/17
10565,50056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,6619495000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,0.614,,4/1/16,3/31/17
10571,50056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,6619495000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,No Different than National Benchmark,1.255,,4/1/16,3/31/17
10577,50056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,6619495000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,0.476,,4/1/16,3/31/17
10583,50056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,6619495000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,1.181,,4/1/16,3/31/17
10589,50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,5596242000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,0.917,,4/1/16,3/31/17
10595,50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,5596242000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0.649,,4/1/16,3/31/17
10601,50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,5596242000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,0.725,,4/1/16,3/31/17
10607,50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,5596242000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10613,50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,5596242000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Worse than the National Benchmark,1.966,,4/1/16,3/31/17
10619,50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,5596242000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Worse than the National Benchmark,1.538,,4/1/16,3/31/17
10625,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,8185021900,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,1.148,,4/1/16,3/31/17
10631,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,8185021900,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0.811,,4/1/16,3/31/17
10637,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,8185021900,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,0.8,,4/1/16,3/31/17
10643,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,8185021900,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10649,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,8185021900,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,1.052,,4/1/16,3/31/17
10655,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,LOS ANGELES,8185021900,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.947,,4/1/16,3/31/17
10661,50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,5594596000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,1.049,,4/1/16,3/31/17
10667,50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,5594596000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Worse than the National Benchmark,2.233,,4/1/16,3/31/17
10673,50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,5594596000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,1.145,,4/1/16,3/31/17
10679,50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,5594596000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,No Different than National Benchmark,0.931,,4/1/16,3/31/17
10685,50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,5594596000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Worse than the National Benchmark,1.829,,4/1/16,3/31/17
10691,50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,5594596000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Worse than the National Benchmark,1.461,,4/1/16,3/31/17
10697,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,2134133000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Better than the National Benchmark,0.201,,4/1/16,3/31/17
10703,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,2134133000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Worse than the National Benchmark,2.001,,4/1/16,3/31/17
10709,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,2134133000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,1.546,,4/1/16,3/31/17
10715,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,2134133000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10721,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,2134133000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,2.062,,4/1/16,3/31/17
10727,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,2134133000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Better than the National Benchmark,0.556,,4/1/16,3/31/17
10733,50067,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,CA,95361,STANISLAUS,2098473011,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
10739,50067,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,CA,95361,STANISLAUS,2098473011,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
